loan_id,customer_id,application_date,disbursement_date,product_type,channel,province,age,employment_type,monthly_income_idr,loan_amount_idr,tenor_months,interest_rate_pct,credit_score,dti_ratio,status
LN000189,CUS00648,2023-03-10,,KTA (Personal Loan),Agent,Jawa Barat,25,Self-Employed,2882483,43825096,12,2.63,668,126.7,Pending
LN000190,CUS01859,2023-01-30,2023-02-03,KTA (Personal Loan),Agent,DIY Yogyakarta,19,Employed,14127732,28347470,3,3.18,819,66.88,Approved
LN000191,CUS00014,2022-09-16,,Business Loan,Web,Sulawesi Selatan,28,Self-Employed,3415049,76019231,1,3.03,583,2226.01,Pending
LN000192,CUS02958,2022-03-29,2022-03-30,PayLater,Web,Jawa Barat,38,Employed,4877643,3378082,24,2.85,628,2.89,Approved
LN000193,CUS02948,2024-05-17,2024-05-21,Education Loan,Mobile App,Jawa Barat,33,Employed,6980015,16146933,12,1.96,736,19.28,Approved
LN000194,CUS01079,2022-06-10,,Education Loan,Mobile App,Banten,22,Employed,3506670,7036021,3,2.36,648,66.88,Pending
LN000195,CUS02051,2024-06-10,,Education Loan,Agent,Jawa Barat,33,Employed,1651186,14445227,1,2.39,623,874.84,Pending
LN000196,CUS03121,2023-02-18,,Business Loan,Web,Jawa Barat,35,Business Owner,3866095,198873706,3,3.21,695,1714.68,Pending
LN000197,CUS00732,2022-10-30,,Business Loan,Mobile App,Bali,24,Business Owner,9272956,19217255,12,2.38,671,17.27,Rejected
LN000198,CUS02080,2023-06-13,,KTA (Personal Loan),Mobile App,Jawa Tengah,33,Freelancer,4084914,36350011,12,3.13,732,74.15,Pending
LN000199,CUS00436,2023-10-17,2023-10-22,PayLater,Mobile App,Banten,32,Self-Employed,3008908,4285349,12,2.21,753,11.87,Approved
LN000200,CUS02562,2022-05-18,,KTA (Personal Loan),Web,Jawa Timur,22,Self-Employed,8713218,34192665,3,2.25,674,130.81,Rejected
LN000201,CUS01223,2022-06-28,,KTA (Personal Loan),Partner API,Banten,34,Employed,4099942,30638670,12,2.74,673,62.27,Pending
LN000202,CUS03448,2024-03-05,,Education Loan,Mobile App,Sulawesi Selatan,36,Self-Employed,3681577,22688860,6,3.28,667,102.71,Pending
LN000203,CUS02618,2024-03-24,,KTA (Personal Loan),Mobile App,Jawa Tengah,40,Freelancer,5469086,24320423,12,2.39,689,37.06,Pending
LN000204,CUS02080,2023-10-30,2023-11-01,PayLater,Web,Banten,40,Employed,7939799,911127,18,1.22,654,0.64,Approved
LN000205,CUS02495,2023-07-20,,KTA (Personal Loan),Mobile App,Banten,20,Employed,20873199,48306728,6,1.72,649,38.57,Pending
LN000206,CUS00815,2024-11-30,,Education Loan,Mobile App,Kalimantan Timur,24,Employed,8213503,15807519,3,2.65,745,64.15,Rejected
LN000207,CUS00627,2024-07-27,2024-08-01,PayLater,Mobile App,Jawa Timur,36,Business Owner,10027606,3494251,24,1.76,771,1.45,Approved
LN000208,CUS01532,2022-01-26,,PayLater,Mobile App,Sulawesi Selatan,36,Self-Employed,3690855,2890896,3,2.07,529,26.11,Rejected
LN000209,CUS03124,2024-12-06,,KTA (Personal Loan),Web,DKI Jakarta,36,Business Owner,2701796,7460288,6,2.51,650,46.02,Pending
LN000210,CUS00662,2024-05-09,2024-05-12,PayLater,Agent,DKI Jakarta,62,Employed,5190534,4787359,18,1.28,594,5.12,Approved
LN000211,CUS02210,2022-08-19,,PayLater,Mobile App,DKI Jakarta,36,Freelancer,5332071,4066417,12,2.31,625,6.36,Pending
LN000212,CUS03190,2024-04-28,2024-05-03,PayLater,Web,DKI Jakarta,41,Employed,2617789,1170940,18,1.92,682,2.49,Approved
LN000213,CUS02173,2022-11-03,,Business Loan,Mobile App,DKI Jakarta,39,Employed,4500827,196513286,3,1.75,703,1455.39,Pending
LN000214,CUS00003,2022-10-31,2022-11-04,PayLater,Web,DKI Jakarta,37,Employed,6353643,3816056,6,2.1,641,10.01,Approved
LN000215,CUS02454,2022-07-25,,PayLater,Web,DIY Yogyakarta,29,Employed,6206976,2625447,3,1.97,496,14.1,Pending
LN000216,CUS01328,2022-08-05,,Business Loan,Mobile App,Jawa Barat,38,Employed,6766680,126160310,12,2.73,572,155.37,Rejected
LN000217,CUS02002,2022-07-26,,Education Loan,Web,Jawa Tengah,25,Employed,5953723,7668417,6,3.1,721,21.47,Rejected
LN000218,CUS00080,2023-08-09,,Education Loan,Mobile App,Sumatera Utara,30,Business Owner,3688547,19010287,12,2.32,430,42.95,Pending
LN000219,CUS00459,2023-12-06,2023-12-10,PayLater,Web,DKI Jakarta,28,Freelancer,3673326,831474,1,2.2,744,22.64,Approved
LN000220,CUS01487,2024-04-21,,Education Loan,Web,Jawa Barat,32,Self-Employed,2435292,18621381,1,2.29,691,764.65,Pending
LN000221,CUS03407,2023-06-25,2023-06-29,PayLater,Web,DKI Jakarta,50,Employed,14589512,2987130,6,1.95,755,3.41,Approved
LN000222,CUS03305,2024-02-24,,KTA (Personal Loan),Agent,DKI Jakarta,18,Employed,5040514,44349745,36,1.86,634,24.44,Pending
LN000223,CUS01260,2024-09-21,,KTA (Personal Loan),Agent,Bali,37,Employed,4368964,37627587,24,1.68,485,35.89,Pending
LN000224,CUS00981,2024-08-26,2024-08-31,PayLater,Partner API,Sumatera Utara,19,Business Owner,2863837,1622985,36,1.84,684,1.57,Approved
LN000225,CUS00238,2022-03-18,2022-03-19,KTA (Personal Loan),Partner API,Sulawesi Selatan,28,Self-Employed,29102749,44979176,6,3.32,751,25.76,Approved
LN000226,CUS00987,2022-12-19,,PayLater,Mobile App,Sulawesi Selatan,40,Self-Employed,2625945,3079591,1,2.15,723,117.28,Rejected
LN000227,CUS02324,2023-07-19,,Business Loan,Mobile App,DKI Jakarta,32,Employed,3865647,125212100,6,1.03,596,539.85,Pending
LN000228,CUS00323,2024-04-05,2024-04-06,PayLater,Mobile App,Banten,23,Employed,6416931,1260416,12,2.21,656,1.64,Approved
LN000229,CUS00351,2022-10-22,,KTA (Personal Loan),Mobile App,Banten,26,Self-Employed,7167562,43599811,3,1.7,607,202.76,Pending
LN000230,CUS02998,2024-04-02,,PayLater,Mobile App,Kalimantan Timur,37,Self-Employed,8883513,4689343,6,2.53,584,8.8,Rejected
LN000231,CUS01991,2022-03-21,2022-03-24,PayLater,Partner API,DKI Jakarta,26,Employed,14790765,3987457,1,2.48,726,26.96,Approved
LN000232,CUS03343,2024-03-21,2024-03-25,Education Loan,Mobile App,Jawa Barat,33,Employed,6774276,28518811,12,2.53,554,35.08,Approved
LN000233,CUS00284,2023-11-10,,Business Loan,Web,Jawa Barat,32,Freelancer,2653340,67436981,3,2.48,578,847.2,Rejected
LN000234,CUS03116,2023-05-02,,Education Loan,Mobile App,Jawa Barat,26,Self-Employed,4285644,26527979,1,2.31,561,619.0,Pending
LN000235,CUS02182,2022-04-11,,PayLater,Web,Jawa Timur,49,Business Owner,6014284,2700019,6,1.77,530,7.48,Pending
LN000236,CUS03137,2024-08-31,2024-09-03,PayLater,Partner API,DKI Jakarta,37,Employed,17294240,1237627,6,2.46,661,1.19,Approved
LN000237,CUS00516,2023-07-05,,KTA (Personal Loan),Mobile App,Jawa Tengah,18,Self-Employed,2161396,35096026,12,3.01,742,135.31,Pending
LN000238,CUS00526,2024-02-02,,KTA (Personal Loan),Agent,Jawa Timur,33,Employed,10288058,35785412,18,3.41,635,19.32,Pending
LN000239,CUS02703,2022-02-11,,PayLater,Mobile App,DKI Jakarta,26,Employed,5569952,1791160,3,2.38,529,10.72,Rejected
LN000240,CUS01947,2023-11-23,2023-11-26,KTA (Personal Loan),Agent,Jawa Barat,38,Employed,8265880,6237199,18,2.44,717,4.19,Approved
LN000241,CUS02252,2023-09-13,2023-09-17,PayLater,Mobile App,Bali,25,Employed,4703190,1399312,1,2.75,784,29.75,Approved
LN000242,CUS00677,2023-09-29,2023-10-04,PayLater,Mobile App,Banten,31,Employed,3016141,2298998,6,3.25,598,12.7,Approved
LN000243,CUS01086,2023-07-29,2023-07-31,PayLater,Agent,Jawa Timur,36,Employed,7845668,1254033,12,2.26,611,1.33,Approved
LN000244,CUS02162,2024-10-03,2024-10-07,KTA (Personal Loan),Web,Sumatera Utara,38,Self-Employed,7404563,13731347,36,2.85,691,5.15,Approved
LN000245,CUS02485,2022-07-21,2022-07-23,KTA (Personal Loan),Web,DKI Jakarta,22,Employed,8959120,22612579,12,2.09,779,21.03,Approved
LN000246,CUS01734,2023-04-12,,KTA (Personal Loan),Web,DKI Jakarta,29,Employed,4960244,48280397,3,2.66,608,324.45,Pending
LN000247,CUS00868,2022-10-03,,KTA (Personal Loan),Mobile App,DKI Jakarta,28,Business Owner,3488754,39390958,12,2.99,543,94.09,Pending
LN000248,CUS02209,2023-09-08,,PayLater,Mobile App,Jawa Tengah,26,Business Owner,1962395,1938867,6,1.85,700,16.47,Pending
LN000249,CUS03094,2024-06-26,2024-06-28,Education Loan,Mobile App,Jawa Tengah,46,Freelancer,8174845,28790101,12,2.24,713,29.35,Approved
LN000250,CUS02990,2023-10-20,,Education Loan,Mobile App,DKI Jakarta,35,Self-Employed,6448010,21141169,3,2.98,650,109.29,Pending
LN000251,CUS02826,2023-07-06,,KTA (Personal Loan),Agent,DKI Jakarta,21,Employed,2800977,25495234,12,2.81,605,75.85,Rejected
LN000252,CUS00824,2024-05-03,,PayLater,Partner API,Sumatera Utara,39,Business Owner,3619347,2607350,3,3.02,729,24.01,Rejected
LN000253,CUS02921,2022-07-02,,KTA (Personal Loan),Mobile App,Jawa Tengah,48,Employed,3778709,23483501,18,2.92,692,34.53,Pending
LN000254,CUS01277,2023-01-20,,KTA (Personal Loan),Partner API,DIY Yogyakarta,40,Self-Employed,2053708,15484642,12,2.33,588,62.83,Pending
LN000255,CUS01635,2024-06-23,,Education Loan,Mobile App,DKI Jakarta,19,Employed,3061265,14665804,1,3.6,653,479.08,Pending
LN000256,CUS02752,2023-03-09,,Education Loan,Mobile App,Jawa Timur,28,Self-Employed,2532329,18197409,24,2.57,541,29.94,Pending
LN000257,CUS02662,2024-04-13,,Business Loan,Partner API,Sumatera Utara,42,Business Owner,3903800,110325196,12,1.0,704,235.51,Rejected
LN000258,CUS01530,2024-09-19,,PayLater,Mobile App,Sulawesi Selatan,26,Self-Employed,3209834,3927816,6,2.36,629,20.39,Rejected
LN000259,CUS01795,2024-11-23,,Education Loan,Mobile App,Jawa Barat,35,Employed,1883694,13969946,1,2.27,615,741.63,Pending
LN000260,CUS02120,2024-02-05,2024-02-10,KTA (Personal Loan),Web,DKI Jakarta,38,Student,16827123,37255911,12,2.9,647,18.45,Approved
LN000261,CUS01850,2022-04-26,,Business Loan,Agent,DKI Jakarta,24,Employed,10601148,119837449,6,2.27,653,188.4,Rejected
LN000262,CUS00496,2024-11-21,2024-11-25,PayLater,Web,Jawa Timur,31,Employed,3133110,4828304,24,3.05,721,6.42,Approved
LN000263,CUS01016,2022-11-22,2022-11-26,PayLater,Mobile App,Jawa Tengah,18,Freelancer,5887849,2233782,1,2.78,697,37.94,Approved
LN000264,CUS00921,2022-05-15,,KTA (Personal Loan),Mobile App,Jawa Tengah,23,Self-Employed,6423203,45554740,1,2.0,637,709.22,Pending
LN000265,CUS00263,2023-09-30,2023-10-04,PayLater,Web,DKI Jakarta,29,Self-Employed,10217372,4192891,24,2.43,711,1.71,Approved
LN000266,CUS01385,2024-11-03,,PayLater,Web,Jawa Barat,22,Self-Employed,3059571,3369489,36,2.11,682,3.06,Pending
LN000267,CUS00087,2024-04-06,,Business Loan,Partner API,Jawa Barat,45,Employed,9628254,134357748,1,2.59,615,1395.45,Rejected
LN000268,CUS02410,2022-10-05,2022-10-07,PayLater,Agent,Sulawesi Selatan,20,Employed,3599139,880924,18,2.11,640,1.36,Approved
LN000269,CUS02269,2024-12-09,,PayLater,Partner API,Banten,28,Employed,2243238,4776010,3,2.54,638,70.97,Pending
LN000270,CUS00943,2022-03-01,,PayLater,Web,Jawa Barat,33,Employed,7720814,981212,18,2.36,690,0.71,Rejected
LN000271,CUS02411,2022-12-22,2022-12-27,PayLater,Mobile App,Jawa Timur,43,Employed,10847047,3034549,24,2.42,620,1.17,Approved
LN000272,CUS00903,2023-01-30,,Education Loan,Web,DKI Jakarta,20,Employed,23622113,13251770,3,3.53,618,18.7,Pending
LN000273,CUS00030,2023-02-16,,PayLater,Web,Jawa Timur,41,Self-Employed,2434162,2434333,3,2.32,807,33.34,Pending
LN000274,CUS00291,2022-04-29,,PayLater,Mobile App,DKI Jakarta,32,Employed,7604876,3245823,1,1.53,725,42.68,Pending
LN000275,CUS02900,2023-05-26,,Education Loan,Mobile App,Jawa Timur,24,Employed,3910077,27721284,1,3.01,589,708.97,Pending
LN000276,CUS02585,2022-03-09,,Business Loan,Mobile App,Jawa Tengah,35,Employed,8000092,96937753,1,3.0,695,1211.71,Pending
LN000277,CUS00242,2024-07-23,2024-07-24,PayLater,Partner API,Jawa Barat,33,Employed,2069163,4944782,18,1.51,659,13.28,Approved
LN000278,CUS00938,2022-04-14,,Business Loan,Mobile App,Jawa Barat,27,Employed,2343805,122634292,6,2.15,681,872.05,Pending
LN000279,CUS00277,2024-01-09,,KTA (Personal Loan),Partner API,DKI Jakarta,32,Self-Employed,3139027,12224927,12,2.72,660,32.45,Pending
LN000280,CUS00129,2023-02-12,,Business Loan,Mobile App,Jawa Barat,28,Employed,5242593,46101766,18,2.76,745,48.85,Pending
LN000281,CUS01354,2023-07-16,,KTA (Personal Loan),Partner API,Bali,32,Employed,3403448,37224996,12,2.5,677,91.15,Pending
LN000282,CUS00291,2024-01-25,,Education Loan,Mobile App,Jawa Tengah,37,Business Owner,7425132,6259944,6,2.51,645,14.05,Pending
LN000283,CUS02106,2024-08-08,,PayLater,Partner API,Jawa Tengah,44,Employed,9258802,2661537,1,2.03,733,28.75,Rejected
LN000284,CUS00975,2024-10-31,2024-11-04,PayLater,Mobile App,Jawa Timur,22,Student,7164830,1166985,12,1.3,668,1.36,Approved
LN000285,CUS01141,2024-03-23,2024-03-24,PayLater,Mobile App,Jawa Tengah,49,Student,13206518,2449483,3,3.52,659,6.18,Approved
LN000286,CUS02741,2022-09-11,2022-09-13,PayLater,Mobile App,Jawa Barat,18,Self-Employed,6416892,3874628,18,2.02,675,3.35,Approved
LN000287,CUS01989,2022-03-04,,Education Loan,Mobile App,DKI Jakarta,30,Self-Employed,2409212,16470323,6,2.59,642,113.94,Rejected
LN000288,CUS00878,2023-05-11,,KTA (Personal Loan),Partner API,Jawa Timur,36,Business Owner,11330110,12355299,12,2.42,650,9.09,Pending
LN000289,CUS02209,2024-02-02,2024-02-04,PayLater,Partner API,Banten,34,Business Owner,3477606,1633664,12,2.95,603,3.91,Approved
LN000290,CUS00542,2024-09-28,,PayLater,Mobile App,Kalimantan Timur,27,Business Owner,8633836,2153928,12,2.56,589,2.08,Pending
LN000291,CUS02963,2024-07-02,2024-07-05,PayLater,Mobile App,DKI Jakarta,30,Employed,12854300,813025,6,2.58,570,1.05,Approved
LN000292,CUS02339,2022-12-30,,Education Loan,Partner API,DKI Jakarta,28,Employed,6576158,19608440,6,1.18,538,49.7,Pending
LN000293,CUS02361,2024-08-29,,KTA (Personal Loan),Web,Sulawesi Selatan,27,Employed,2037538,32339020,24,2.08,579,66.13,Pending
LN000294,CUS01937,2023-12-18,,KTA (Personal Loan),Mobile App,Jawa Timur,38,Employed,2882075,7796836,1,2.87,636,270.53,Rejected
LN000295,CUS00996,2023-12-07,,KTA (Personal Loan),Mobile App,Bali,34,Employed,11057230,23104009,3,2.83,658,69.65,Pending
LN000296,CUS03214,2022-12-01,,Business Loan,Web,Jawa Barat,26,Self-Employed,4517525,88660129,12,2.02,628,163.55,Pending
LN000297,CUS01938,2023-06-14,,KTA (Personal Loan),Mobile App,Jawa Barat,39,Self-Employed,5244511,20021880,18,1.71,461,21.21,Pending
LN000298,CUS03308,2022-07-05,2022-07-10,PayLater,Web,Jawa Barat,34,Business Owner,7883189,3009828,6,2.56,775,6.36,Approved
LN000299,CUS01668,2023-08-07,,Business Loan,Web,DKI Jakarta,38,Employed,7593036,75731923,12,1.05,736,83.12,Pending
LN000300,CUS00780,2022-02-26,,KTA (Personal Loan),Mobile App,Jawa Barat,37,Employed,5910425,23738417,12,1.93,685,33.47,Pending
LN000301,CUS00387,2024-03-02,,KTA (Personal Loan),Web,DKI Jakarta,25,Self-Employed,4411597,40888559,1,3.38,802,926.84,Pending
LN000302,CUS00398,2022-04-12,2022-04-15,Education Loan,Partner API,Jawa Tengah,27,Employed,4144726,9052733,12,3.22,571,18.2,Approved
LN000303,CUS02700,2022-11-30,,Business Loan,Mobile App,Sumatera Utara,37,Self-Employed,8366011,127631792,18,2.74,801,84.76,Pending
LN000304,CUS01766,2023-03-15,,Business Loan,Mobile App,Jawa Barat,36,Employed,6969751,106062936,36,2.65,572,42.27,Pending
LN000305,CUS01452,2023-03-30,,Education Loan,Web,DKI Jakarta,31,Business Owner,4284731,12626790,1,1.52,669,294.69,Pending
LN000306,CUS01735,2023-04-07,2023-04-08,PayLater,Mobile App,Bali,32,Self-Employed,9570689,3773905,12,2.13,548,3.29,Approved
LN000307,CUS01684,2023-02-28,,KTA (Personal Loan),Partner API,DKI Jakarta,42,Self-Employed,4627503,29803476,6,2.35,651,107.34,Pending
LN000308,CUS01913,2023-07-06,,KTA (Personal Loan),Agent,Jawa Tengah,27,Employed,2999485,26481268,1,2.14,680,882.86,Pending
LN000309,CUS02987,2024-04-18,,PayLater,Agent,Sumatera Utara,36,Business Owner,3171026,3504511,12,2.32,637,9.21,Pending
LN000310,CUS00222,2024-11-17,,Business Loan,Mobile App,Jawa Barat,30,Employed,2779284,162435158,3,3.15,707,1948.17,Rejected
LN000311,CUS02759,2022-02-11,,Business Loan,Web,Sumatera Utara,30,Employed,4246061,194807070,6,2.23,657,764.66,Pending
LN000312,CUS02677,2022-01-19,,KTA (Personal Loan),Partner API,Jawa Tengah,40,Business Owner,10482136,33320766,6,2.33,608,52.98,Pending
LN000313,CUS02647,2024-08-28,,Education Loan,Mobile App,Jawa Barat,38,Employed,3084472,26860999,6,2.87,604,145.14,Pending
LN000314,CUS00404,2022-09-28,2022-09-30,PayLater,Mobile App,Sulawesi Selatan,38,Employed,5598638,504911,12,1.79,714,0.75,Approved
LN000315,CUS00249,2022-12-21,,KTA (Personal Loan),Mobile App,Jawa Timur,42,Business Owner,3371724,28860606,6,2.08,597,142.66,Pending
LN000316,CUS01650,2022-01-18,,KTA (Personal Loan),Partner API,Jawa Timur,32,Employed,4277002,14659139,12,2.13,723,28.56,Pending
LN000317,CUS02983,2023-04-04,2023-04-08,PayLater,Mobile App,Jawa Tengah,37,Business Owner,2020637,923866,3,2.53,747,15.24,Approved
LN000318,CUS01390,2023-06-01,,PayLater,Mobile App,Jawa Barat,29,Business Owner,4380290,2893869,12,2.33,516,5.51,Pending
LN000319,CUS03280,2023-09-18,,Business Loan,Web,Jawa Barat,34,Employed,4451382,151897036,24,2.34,740,142.18,Pending
LN000320,CUS00448,2023-07-18,,KTA (Personal Loan),Web,DKI Jakarta,30,Self-Employed,6914431,23552263,3,2.17,814,113.54,Rejected
LN000321,CUS01019,2024-05-17,,Business Loan,Mobile App,DKI Jakarta,32,Employed,5716784,137320415,12,1.96,670,200.17,Rejected
LN000322,CUS00785,2024-02-11,,KTA (Personal Loan),Web,Jawa Barat,36,Self-Employed,2436110,27037366,12,2.8,697,92.49,Pending
LN000323,CUS00780,2023-12-16,2023-12-20,PayLater,Web,DKI Jakarta,25,Employed,9582675,2466886,12,2.33,732,2.15,Approved
LN000324,CUS02197,2024-07-29,,PayLater,Web,DKI Jakarta,48,Self-Employed,5672442,1806154,6,2.81,627,5.31,Rejected
LN000325,CUS01838,2023-06-01,,PayLater,Web,Jawa Barat,23,Business Owner,5632052,2221670,12,1.94,664,3.29,Pending
LN000326,CUS00575,2023-03-23,,Education Loan,Mobile App,Jawa Timur,22,Student,4972528,13744890,1,2.17,544,276.42,Rejected
LN000327,CUS01729,2024-08-13,,PayLater,Agent,DKI Jakarta,41,Employed,3664835,3407842,6,2.39,661,15.5,Pending
LN000328,CUS00752,2023-09-11,2023-09-16,Education Loan,Mobile App,Jawa Tengah,38,Employed,5698023,7900462,12,2.44,689,11.55,Approved
LN000329,CUS01141,2024-12-02,,Education Loan,Mobile App,Jawa Tengah,36,Employed,6651157,7315909,1,2.88,691,109.99,Pending
LN000330,CUS01895,2024-03-24,,Education Loan,Partner API,Sumatera Utara,37,Employed,1752950,21500324,12,2.28,735,102.21,Rejected
LN000331,CUS01024,2022-07-29,,KTA (Personal Loan),Partner API,Jawa Timur,31,Employed,3618940,29583413,12,2.87,588,68.12,Pending
LN000332,CUS00309,2022-01-16,,Education Loan,Web,Kalimantan Timur,24,Freelancer,4290785,15755002,18,2.69,607,20.4,Rejected
LN000333,CUS01816,2024-11-13,2024-11-14,PayLater,Mobile App,Jawa Timur,32,Employed,5830718,1185992,3,2.45,801,6.78,Approved
LN000334,CUS03310,2024-02-06,2024-02-09,PayLater,Mobile App,DKI Jakarta,26,Employed,10231022,2349622,36,2.02,637,0.64,Approved
LN000335,CUS02255,2023-08-02,2023-08-03,PayLater,Mobile App,Jawa Barat,39,Self-Employed,3146823,4053792,12,2.88,666,10.74,Approved
LN000336,CUS00402,2023-09-04,,Education Loan,Mobile App,Jawa Timur,30,Employed,3708623,27240530,6,2.04,644,122.42,Rejected
LN000337,CUS00208,2022-08-10,,PayLater,Web,Jawa Tengah,25,Employed,3676339,3661594,3,2.49,584,33.2,Rejected
LN000338,CUS02672,2024-09-13,2024-09-14,KTA (Personal Loan),Partner API,Jawa Barat,29,Freelancer,3091082,7696047,12,2.47,779,20.75,Approved
LN000339,CUS02215,2022-05-11,2022-05-16,PayLater,Web,Jawa Timur,35,Employed,4059768,3516843,24,2.4,607,3.61,Approved
LN000340,CUS03425,2023-11-20,2023-11-23,PayLater,Mobile App,Jawa Barat,27,Self-Employed,7940047,1584435,12,2.31,559,1.66,Approved
LN000341,CUS00061,2023-07-21,,PayLater,Mobile App,Sulawesi Selatan,25,Employed,2656837,1918630,12,2.09,613,6.02,Pending
LN000342,CUS00383,2023-10-28,,Business Loan,Web,Jawa Barat,33,Self-Employed,6463212,47215909,6,1.69,489,121.76,Pending
LN000343,CUS03087,2023-07-22,,KTA (Personal Loan),Web,Jawa Timur,33,Employed,1800918,39909010,6,3.2,597,369.34,Rejected
LN000344,CUS03477,2023-06-19,,Education Loan,Partner API,DIY Yogyakarta,27,Employed,3570248,21215053,6,2.25,572,99.04,Pending
LN000345,CUS00969,2023-09-04,,KTA (Personal Loan),Agent,Banten,28,Employed,4103106,32532577,18,2.44,699,44.05,Pending
LN000346,CUS00682,2023-01-21,,Education Loan,Partner API,Jawa Tengah,33,Employed,13658386,21699315,6,2.43,596,26.48,Pending
LN000347,CUS01665,2022-11-04,,KTA (Personal Loan),Mobile App,Sumatera Utara,20,Student,4239971,15654751,3,3.05,721,123.07,Pending
LN000348,CUS01990,2024-11-25,,KTA (Personal Loan),Web,Jawa Tengah,20,Employed,1500000,25008998,6,3.47,761,277.88,Rejected
LN000349,CUS01972,2023-05-08,,KTA (Personal Loan),Mobile App,Jawa Barat,26,Business Owner,1506975,33496417,24,2.58,712,92.61,Pending
LN000350,CUS00876,2022-04-27,,KTA (Personal Loan),Mobile App,Sulawesi Selatan,30,Freelancer,5103138,33646731,18,2.42,632,36.63,Pending
LN000351,CUS01643,2024-04-07,,Business Loan,Mobile App,DKI Jakarta,34,Employed,7226106,160451853,6,1.94,661,370.07,Rejected
LN000352,CUS00241,2023-10-17,,KTA (Personal Loan),Mobile App,Jawa Barat,43,Business Owner,6263326,17919678,24,1.78,528,11.92,Rejected
LN000353,CUS00675,2022-10-14,,Business Loan,Mobile App,Jawa Barat,38,Business Owner,5528850,156363863,1,1.61,639,2828.14,Pending
LN000354,CUS01553,2022-02-22,,Business Loan,Partner API,Jawa Timur,30,Self-Employed,10042174,93635051,1,2.1,581,932.42,Pending
LN000355,CUS00009,2024-10-15,,PayLater,Mobile App,DKI Jakarta,31,Business Owner,3617138,3515777,3,1.45,705,32.4,Rejected
LN000356,CUS01600,2023-08-29,,KTA (Personal Loan),Partner API,Jawa Timur,23,Employed,8553873,25507372,3,3.04,850,99.4,Rejected
LN000357,CUS01087,2023-06-16,,PayLater,Agent,Jawa Barat,31,Employed,1878040,4768745,1,2.71,689,253.92,Pending
LN000358,CUS03212,2024-05-07,,KTA (Personal Loan),Agent,DKI Jakarta,29,Employed,2905104,13068601,12,2.37,490,37.49,Rejected
LN000359,CUS03216,2024-04-08,,KTA (Personal Loan),Agent,DIY Yogyakarta,34,Freelancer,1690819,35375228,12,3.05,621,174.35,Rejected
LN000360,CUS01864,2024-03-06,,Education Loan,Web,DKI Jakarta,25,Employed,4239862,19413375,12,1.96,659,38.16,Pending
LN000361,CUS01169,2022-03-14,2022-03-18,PayLater,Mobile App,Jawa Barat,36,Student,4863124,1277289,12,2.09,656,2.19,Approved
LN000362,CUS01733,2023-01-24,2023-01-28,PayLater,Web,DKI Jakarta,44,Employed,5354293,797028,18,1.53,591,0.83,Approved
